_id,name,sanitizedName,bio
64cc2db4830ba29148da4cf6,Michael Moore,michaelmoore,"Michael Francis Moore (born April 23, 1954) is an American film director, producer, screenwriter and author. His works frequently address the topics of globalization and capitalism.\nMoore won the 2002 Academy Award for Best Documentary Feature for Bowling for Columbine, which examined the causes of the Columbine High School massacre and the overall gun culture of the United States. He also directed and produced Fahrenheit 9/11, a critical look at the early presidency of George W. Bush and the War on Terror, which earned $119,194,771 to become the highest-grossing documentary at the American box office of all time. The film also won the Palme d'Or at the 2004 Cannes film festival, and was subject to intense controversy. His documentary Sicko, which examines health care in the United States, is one of the top ten highest-grossing documentaries as of 2020. In September 2008, he released his first free movie on the internet, Slacker Uprising, which documented his personal quest to encourage more Americans to vote in presidential elections. He has also written and starred in the TV shows TV Nation, a satirical news-magazine television series, and The Awful Truth, a satirical show. In 2018, he released his latest film, Fahrenheit 11/9, a documentary about the 2016 United States presidential election and the subsequent presidency of Donald Trump. He was executive producer of Planet of the Humans (2019), a documentary about the environmental movement.\nMoore's works criticize topics such as globalization, large corporations, assault weapon ownership, Presidents Bill Clinton, George W. Bush and Donald Trump, the Iraq War, the American health care system and capitalism overall. In 2005, Time named Moore one of the world's 100 most influential people. Critics have labeled Moore himself as a propagandist and his films as propaganda."
64cc2db4830ba29148da4cf9,James Joyce,jamesjoyce,"James Augustine Aloysius Joyce (2 February 1882 – 13 January 1941) was an Irish novelist, poet, and literary critic. He contributed to the modernist avant-garde movement and is regarded as one of the most influential and important writers of the 20th century. Joyce's novel Ulysses (1922) is a landmark in which the episodes of Homer's Odyssey are paralleled in a variety of literary styles, particularly stream of consciousness. Other well-known works are the short-story collection Dubliners (1914), and the novels A Portrait of the Artist as a Young Man (1916) and Finnegans Wake (1939). His other writings include three books of poetry, a play, letters, and occasional journalism.\nJoyce was born in Dublin into a middle-class family. He attended the Jesuit Clongowes Wood College in County Kildare, then, briefly, the Christian Brothers-run O'Connell School. Despite the chaotic family life imposed by his father's unpredictable finances, he excelled at the Jesuit Belvedere College and graduated from University College Dublin in 1902. In 1904, he met his future wife, Nora Barnacle, and they moved to mainland Europe. He briefly worked in Pula and then moved to Trieste in Austria-Hungary, working as an English instructor. Except for an eight-month stay in Rome working as a correspondence clerk and three visits to Dublin, Joyce resided there until 1915. In Trieste, he published his book of poems Chamber Music and his short story collection Dubliners, and he began serially publishing A Portrait of the Artist as a Young Man in the English magazine The Egoist. During most of World War I, Joyce lived in Zürich, Switzerland, and worked on Ulysses. After the war, he briefly returned to Trieste and then moved to Paris in 1920, which became his primary residence until 1940.\nUlysses was first published in Paris in 1922, but its publication in the United Kingdom and the United States was prohibited because of its perceived obscenity. Copies were smuggled into both countries and pirated versions were printed until the mid-1930s, when publication finally became legal. Joyce started his next major work, Finnegans Wake, in 1923, publishing it sixteen years later in 1939. Between these years, Joyce travelled widely. He and Nora were married in a civil ceremony in London in 1930. He made a number of trips to Switzerland, frequently seeking treatment for his increasingly severe eye problems and psychological help for his daughter, Lucia. When France was occupied by Germany during World War II, Joyce moved back to Zürich in 1940. He died there in 1941 after surgery for a perforated ulcer, less than one month before his 59th birthday.\nUlysses frequently ranks high in lists of great books of literature, and the academic literature analysing his work is extensive and ongoing. Many writers, film-makers, and other artists have been influenced by his stylistic innovations, such as his meticulous attention to detail, use of interior monologue, wordplay, and the radical transformation of traditional plot and character development. Though most of his adult life was spent abroad, his fictional universe centres on Dublin and is largely populated by characters who closely resemble family members, enemies and friends from his time there. Ulysses in particular is set in the streets and alleyways of the city. Joyce is quoted as saying, ""For myself, I always write about Dublin, because if I can get to the heart of Dublin I can get to the heart of all the cities of the world. In the particular is contained the universal."""
64cc2db4830ba29148da4cfb,Milan Kundera,milankundera,"Milan Kundera (UK: , Czech: [ˈmɪlan ˈkundɛra] (listen); 1 April 1929 – 11 July 2023) was a Czech-French novelist. Kundera went into exile in France in 1975, acquiring citizenship in 1981. His Czechoslovak citizenship was revoked in 1979, but he was granted Czech citizenship in 2019.Kundera's best-known work is The Unbearable Lightness of Being. Before the Velvet Revolution of 1989, the country's ruling Communist Party of Czechoslovakia banned his books. He led a low-profile life and rarely spoke to the media. He was thought to be a contender for the Nobel Prize in Literature and was also a nominee for other awards.Kundera was awarded the 1985 Jerusalem Prize, in 1987 the Austrian State Prize for European Literature, and the 2000 Herder Prize. In 2021, he received the Golden Order of Merit from the president of Slovenia, Borut Pahor."
64cc2db4830ba29148da4cfe,Lorna Landvik,lornalandvik,
64cc2db4830ba29148da4d03,Kathleen E Woodiwiss,kathleenewoodiwiss,
64cc2db4830ba29148da4d04,Belva Plain,belvaplain,"Belva Plain (October 9, 1915 – October 12, 2010), née Offenberg, was a best-selling American author of mainstream fiction."
64cc2db4830ba29148da4d07,Erich Segal,erichsegal,"Erich Wolf Segal (June 16, 1937 – January 17, 2010) was an American author, screenwriter, educator, and classicist who wrote the bestselling novel Love Story (1970) and its hit film adaptation."
64cc2db4830ba29148da4d08,Elizabeth Adler,elizabethadler,"Elizabeth Adler (born 1950) is a British author who has written over 20 novels. She writes romance, suspense and historical fiction novels. She has also published work under the name Ariana Scott. Her works have been translated into 22 languages.\n\n"
64cc2db4830ba29148da4d09,Nicholas Sparks,nicholassparks,"Nicholas Charles Sparks (born December 31, 1965) is an American romance novelist, screenwriter, and film producer. He has published twenty-three novels, all New York Times bestsellers, and two works of non-fiction, with over 115 million copies sold worldwide in more than 50 languages. Among his works are The Notebook, A Walk to Remember, and Message in a Bottle which, along with 8 other books, have been adapted as feature films.Sparks lives in North Carolina, where many of his novels are set.\n\n"
64cc2db4830ba29148da4d0a,John Saul,johnsaul,"John Saul (born February 25, 1942) is an American author of suspense and horror novels.  Most of his books have appeared on the New York Times Best Seller List.\n\n"
64cc2db4830ba29148da4d0c,Tracy Chevalier,tracychevalier,"Tracy Rose Chevalier  (born 19 October 1962) is an American-British novelist. She is best known for her second novel, Girl with a Pearl Earring, which was adapted as a 2003 film starring Scarlett Johansson and Colin Firth."
64cc2db4830ba29148da4d0e,Michael Palmer,michaelpalmer,"Michael or Mick Palmer may refer to:\n\nMichael Palmer (American football) (born 1988), American football tight end\nMichael Palmer (athlete) (born 1935), British Olympic athlete\nMichael Palmer (British Army officer) (1928–2017), British Defence Services Secretary\nMichael Palmer (Canadian football) (born 1980), wide receiver in the Canadian Football League\nMichael Palmer (conductor) (born 1945), American orchestral conductor\nMichael Palmer (musician) (born 1960), Jamaican reggae musician\nMichael Palmer (novelist) (1942–2013), American novelist and author of Extreme Measures\nMichael Palmer (philosopher) (born 1945), English philosopher\nMichael Palmer (poet) (born 1943), American poet and translator\nMichael Palmer (politician) (born 1968), former Singaporean politician\nMick Palmer (police commissioner) (born 1941), former Australian Federal Police commissioner\nMick Palmer (Australian politician) (born 1953), former Australian politician"
64cc2db4830ba29148da4d13,Anne Perry,anneperry,"Anne Perry (born Juliet Marion Hulme; 28 October 1938 – 10 April 2023) was a British writer best known as the author of the Thomas and Charlotte Pitt and William Monk series of historical detective fiction.  \nIn 1994, it became public knowledge that Perry had been convicted for murder as a teenager while living in Christchurch, New Zealand. In 1954, at the age of fifteen, she and her 16-year-old friend Pauline Parker murdered Parker's mother, Honorah Rieper. After serving a five-year sentence for the murder, she changed her name and returned to the United Kingdom. She was identified by journalists following the release of the movie Heavenly Creatures, directed by Peter Jackson, in which Kate Winslet portrays Hulme (Perry).\n\n"
64cc2db4830ba29148da4d14,Alexander McCall Smith,alexandermccallsmith,"Alexander ""Sandy"" McCall Smith, CBE, FRSE (born 24 August 1948), is a British legal scholar and author of fiction. He was raised in Southern Rhodesia (now Zimbabwe) and was formerly Professor of Medical Law at the University of Edinburgh. He became an expert on medical law and bioethics and served on related British and international committees. He has since become known as a fiction writer, with sales in English exceeding 40 million by 2010 and translations into 46 languages. He is known as the creator of The No. 1 Ladies' Detective Agency series. The ""McCall"" derives from his great-great-grandmother Bethea McCall, who married James Smith at Glencairn, Dumfries-shire, in 1833."
64cc2db4830ba29148da4d17,Ruth Rendell,ruthrendell,"Ruth Barbara Rendell, Baroness Rendell of Babergh,  (née Grasemann; 17 February 1930 – 2 May 2015) was an English author of thrillers and psychological murder mysteries.Rendell is best known for creating Chief Inspector Wexford. A second string of works was a series of unrelated crime novels that explored the psychological background of criminals and their victims. This theme was developed further in a third series of novels, published under the pseudonym Barbara Vine."
64cc2db4830ba29148da4d1a,Terry Pratchett,terrypratchett,"Sir Terence David John Pratchett  (28 April 1948 – 12 March 2015) was an English humorist, satirist, and author of fantasy novels, especially comical works. He is best known for his Discworld series of 41 novels.\nPratchett's first novel, The Carpet People, was published in 1971. The first Discworld novel, The Colour of Magic, was published in 1983, after which Pratchett wrote an average of two books a year. The final Discworld novel, The Shepherd's Crown, was published in August 2015, five months after his death.\nWith more than 100 million books sold worldwide in 43 languages, Pratchett was the UK's best-selling author of the 1990s. He was appointed Officer of the Order of the British Empire (OBE) in 1998 and was knighted for services to literature in the 2009 New Year Honours. In 2001, he won the annual Carnegie Medal for The Amazing Maurice and His Educated Rodents, the first Discworld book marketed for children. He received the World Fantasy Award for Life Achievement in 2010.\nIn December 2007, Pratchett announced that he had been diagnosed with early-onset Alzheimer's disease. He later made a substantial public donation to the Alzheimer's Research Trust (now Alzheimer's Research UK, ARUK), filmed a television programme chronicling his experiences with the condition for the BBC, and became a patron for ARUK. Pratchett died on 12 March 2015, aged 66."
64cc2db4830ba29148da4d1b,E. B. White,ebwhite,"Elwyn Brooks White (July 11, 1899 – October 1, 1985) was an American writer. He was the author of several highly popular books for children, including Stuart Little (1945), Charlotte's Web (1952), and The Trumpet of the Swan (1970). In a 2012 survey of School Library Journal readers, Charlotte's Web came in first in their poll of the top one hundred children's novels. In addition, he was a writer and contributing editor to The New Yorker magazine, and also a co-author of the English-language style guide The Elements of Style."
64cc2db4830ba29148da4d1c,Kate DiCamillo,katedicamillo,"Katrina Elizabeth DiCamillo (born March 25, 1964) is an American children's fiction author. She has published over 25 novels, including Because of Winn-Dixie, The Tiger Rising, The Tale of Despereaux, The Miraculous Journey of Edward Tulane, The Magician's Elephant, the Mercy Watson series, and Flora & Ulysses. Her books have sold around 37 million copies. Four have been developed into films and two have been adapted into musical settings. Her works have won various awards; The Tale of Despereaux and Flora & Ulysses won the Newbery Medal, making DiCamillo one of six authors to have won two Newbery Medals.\nBorn in Philadelphia, DiCamillo moved to Clermont, Florida, as a child, where she grew up. She earned an English degree from the University of Florida, Gainesville, and spent several years working entry-level jobs in Clermont before moving to Minneapolis, Minnesota, in 1994. In Minnesota, DiCamillo worked in a book warehouse and attempted to get a book published. Her first book to be accepted for publication was Because of Winn-Dixie, which was critically and commercially successful. DiCamillo then left her job to become a full-time author.\nFrom 2014 to 2015 DiCamillo was the American National Ambassador for Young People's Literature. She lives in Minneapolis and continues to write. Her most recent novel, The Beatryce Prophecy, was published in 2021."
64cc2db4830ba29148da4d1f,Louise Rennison,louiserennison,"Louise Rennison (11 October 1951 – 29 February 2016) was an English author and comedian who wrote the Confessions of Georgia Nicolson series for teenage girls. The series records the exploits of a teenage girl, Georgia Nicolson, and her best friends, the Ace Gang. Her first and second novels, Angus, Thongs and Full-Frontal Snogging and It's OK, I'm Wearing Really Big Knickers were portrayed in a film adaptation called Angus, Thongs and Perfect Snogging. She also wrote a series of books about Georgia's younger cousin, The Misadventures of Tallulah Casey.\nHer one-woman live show Stevie Wonder Felt My Face won acclaim in the 1980s; her other shows were Bob Marley's Gardener Sold My Friend and Never Eat Anything Bigger Than Your Head."
64cc2db4830ba29148da4d21,Bernard Cornwell,bernardcornwell,"Bernard Cornwell  (born 23 February 1944) is an English-American author of historical novels and a history of the Waterloo Campaign. He is best known for his novels about Napoleonic Wars rifleman Richard Sharpe. He has also written The Saxon Stories, a series of 13 novels about the making of England.\nHe has written historical novels primarily based on English history, in five series, and one series of contemporary thriller novels. A feature of his historical novels is an end note on how they match or differ from history, and what one might see at the modern sites of the events described. He wrote a nonfiction book on the battle of Waterloo, in addition to the fictional story of the famous battle in the Sharpe series. Two of the historical novel series have been adapted for television: the Sharpe television series by ITV and The Last Kingdom by BBC. He lives in the US with his wife, alternating between Cape Cod, Massachusetts, and Charleston, South Carolina."
64cc2db4830ba29148da4d22,Charles de Lint,charlesdelint,"Charles de Lint (born December 22, 1951) is a Canadian writer of Dutch, Spanish, and Japanese ancestry. He is married to, and plays music with, MaryAnn Harris.\nPrimarily a writer of fantasy fiction, he has composed works of urban fantasy, contemporary magical realism, and mythic fiction. Along with authors like Terri Windling, Emma Bull, and John Crowley, de Lint during the 1980s pioneered and popularized the genre of urban fantasy. He writes novels, novellas, short stories, poetry, and lyrics. His most famous works include: the Newford series of books (Dreams Underfoot, Widdershins, The Blue Girl, The Onion Girl, Moonlight and Vines, Someplace to be Flying, etc.), as well as Moonheart, The Mystery of Grace, The Painted Boy and A Circle of Cats (children's book illustrated by Charles Vess). His distinctive style of fantasy uses American folklore and European folklore; de Lint was influenced by many authors of mythology, folklore, and science fiction, including J. R. R. Tolkien, Lord Dunsany, William Morris, Mervyn Peake, James Branch Cabell, and E. R. Eddison. Some of his mythic fiction poetry can be found online on the Endicott Studio website.As an essayist/critic/folklorist he writes book reviews for The Magazine of Fantasy & Science Fiction, has judged several literary awards, and has been a writer-in-residence for two public libraries."
64cc2db4830ba29148da4d25,Oscar Wilde,oscarwilde,"Oscar Fingal O'Fflahertie Wills Wilde (16 October 1854 – 30 November 1900) was an Irish poet and playwright. After writing in different forms throughout the 1880s, he became one of the most popular playwrights in London in the early 1890s. He is best remembered for his epigrams and plays, his novel The Picture of Dorian Gray, and the circumstances of his criminal conviction for gross indecency for consensual homosexual acts in ""one of the first celebrity trials"", imprisonment, and early death from meningitis at the age of 46.\nWilde's parents were Anglo-Irish intellectuals in Dublin. In his youth Wilde learned to speak fluent French and German. At university, he read Greats; he demonstrated himself to be an exceptional classicist, first at Trinity College Dublin, then at Magdalen College, Oxford. He became associated with the emerging philosophy of aestheticism, led by two of his tutors, Walter Pater and John Ruskin. After university, Wilde moved to London into fashionable cultural and social circles.\nAs a spokesman for aestheticism, he tried his hand at various literary activities: he published a book of poems, lectured in the United States and Canada on the new ""English Renaissance in Art"" and interior decoration, and then returned to London where he worked prolifically as a journalist. Known for his biting wit, flamboyant dress and glittering conversational skill, Wilde became one of the best-known personalities of his day. At the turn of the 1890s he refined his ideas about the supremacy of art in a series of dialogues and essays, and incorporated themes of decadence, duplicity, and beauty into what would be his only novel, The Picture of Dorian Gray (1890). The opportunity to construct aesthetic details precisely, and combine them with larger social themes, drew Wilde to write drama. He wrote Salome (1891) in French while in Paris, but it was refused a licence for England due to an absolute prohibition on the portrayal of Biblical subjects on the English stage. Undiscouraged, Wilde produced four society comedies in the early 1890s, which made him one of the most successful playwrights of late-Victorian London.\nAt the height of his fame and success, while The Importance of Being Earnest (1895) was still being performed in London, Wilde prosecuted the Marquess of Queensberry for criminal libel. The Marquess was the father of Wilde's lover, Lord Alfred Douglas. The libel trial unearthed evidence that caused Wilde to drop his charges and led to his own arrest and trial for gross indecency with men. After two more trials he was convicted and sentenced to two years' hard labour, the maximum penalty, and was jailed from 1895 to 1897. During his last year in prison he wrote De Profundis (published posthumously in 1905), a long letter that discusses his spiritual journey through his trials, forming a dark counterpoint to his earlier philosophy of pleasure. On his release, he left immediately for France, and never returned to Ireland or Britain. There he wrote his last work, The Ballad of Reading Gaol (1898), a long poem commemorating the harsh rhythms of prison life."
64cc2db4830ba29148da4d26,Roald Dahl,roalddahl,"Roald Dahl (13 September 1916 – 23 November 1990) was a British popular author of children's literature and short stories, a poet, and wartime fighter ace. His books have sold more than 300 million copies worldwide. Dahl has been called ""one of the greatest storytellers for children of the 20th century"".Dahl was born in Wales to affluent Norwegian immigrant parents, and spent most of his life in England. He served in the Royal Air Force (RAF) during the Second World War. He became a fighter pilot and, subsequently, an intelligence officer, rising to the rank of acting wing commander. He rose to prominence as a writer in the 1940s with works for children and for adults, and he became one of the world's best-selling authors. His awards for contribution to literature include the 1983 World Fantasy Award for Life Achievement and the British Book Awards' Children's Author of the Year in 1990. In 2008, The Times placed Dahl 16th on its list of ""The 50 Greatest British Writers Since 1945"". In 2021, Forbes ranked him the top-earning dead celebrity.Dahl's short stories are known for their unexpected endings, and his children's books for their unsentimental, macabre, often darkly comic mood, featuring villainous adult enemies of the child characters. His children's books champion the kindhearted and feature an underlying warm sentiment. His works for children include James and the Giant Peach, Charlie and the Chocolate Factory, Matilda, The Witches, Fantastic Mr Fox, The BFG, The Twits, George's Marvellous Medicine and Danny, the Champion of the World. His works for older audiences include the short story collections Tales of the Unexpected and The Wonderful Story of Henry Sugar and Six More."
64cc2db4830ba29148da4d27,Donna Jo Napoli,donnajonapoli,"Donna Jo Napoli (born February 28, 1948) is an American writer of children's and young adult fiction, as well as a linguist. She currently is a professor at Swarthmore College teaching Linguistics in all different forms (music, Theater (structure), dance, Comparative Literature Studies).She has also taught linguistics at Smith College, the University of North Carolina at Chapel Hill, Georgetown University, the University of Michigan at Ann Arbor, the University of Pennsylvania,"
64cc2db4830ba29148da4d2c,Louisa May Alcott,louisamayalcott,"Louisa May Alcott (; November 29, 1832 – March 6, 1888) was an American novelist, short story writer, and poet best known as the author of the novel Little Women (1868) and its sequels Little Men (1871) and Jo's Boys (1886). Raised in New England by her transcendentalist parents, Abigail May and Amos Bronson Alcott, she grew up among many well-known intellectuals of the day, including Margaret Fuller, Ralph Waldo Emerson, Nathaniel Hawthorne, Henry David Thoreau, and Henry Wadsworth Longfellow.Alcott's family suffered from financial difficulties, and while she worked to help support the family from an early age, she also sought an outlet in writing. She began to receive critical success for her writing in the 1860s. Early in her career, she sometimes used pen names such as A. M. Barnard, under which she wrote lurid short stories and sensation novels for adults that focused on passion and revenge.Published in 1868, Little Women is set in the Alcott family home, Orchard House, in Concord, Massachusetts, and is loosely based on Alcott's childhood experiences with her three sisters, Abigail May Alcott Nieriker, Elizabeth Sewall Alcott, and Anna Alcott Pratt. The novel was well-received at the time and is still popular today among both children and adults. It has been adapted for stage plays, films, and television many times.\nAlcott was an abolitionist and a feminist and remained unmarried throughout her life. She also spent her life active in such reform movements as temperance and women's suffrage. She died from a stroke in Boston on March 6, 1888, just two days after her father had died."
64cc2db4830ba29148da4d2d,George Orwell,georgeorwell,"Eric Arthur Blair (25 June 1903 – 21 January 1950), better known by his pen name George Orwell, was an English novelist, essayist, journalist, and critic. His work is characterised by lucid prose, social criticism, opposition to totalitarianism, and support of democratic socialism.Orwell produced literary criticism, poetry, fiction and polemical journalism. He is known for the allegorical novella Animal Farm (1945) and the dystopian novel Nineteen Eighty-Four (1949). His non-fiction works, including The Road to Wigan Pier (1937), documenting his experience of working-class life in the industrial north of England, and Homage to Catalonia (1938), an account of his experiences soldiering for the Republican faction of the Spanish Civil War (1936–1939), are as critically respected as his essays on politics, literature, language and culture.\nBorn in India, Blair was raised and educated in England from when he was one year old. After school he became an Imperial policeman in Burma, before returning to Suffolk, England, where he began his writing career as George Orwell—a name inspired by a favourite location, the River Orwell. He lived from occasional pieces of journalism, and also worked as a teacher or bookseller whilst living in London. From the late 1920s to the early 1930s, his success as a writer grew and his first books were published. He was wounded fighting in the Spanish Civil War, leading to his first period of ill health on return to England. During the Second World War he worked as a journalist and, between 1941 and 1943, for the BBC. The 1945 publication of Animal Farm led to fame during his lifetime. During the final years of his life he worked on Nineteen Eighty-Four, and moved between Jura in Scotland and London. It was published in June 1949, less than a year before his death.\nOrwell's work remains influential in popular culture and in political culture, and the adjective ""Orwellian""—describing totalitarian and authoritarian social practices—is part of the English language, like many of his neologisms, such as ""Big Brother"", ""Thought Police"", ""Room 101"", ""Newspeak"", ""memory hole"", ""doublethink"", and ""thoughtcrime"". In 2008, The Times ranked George Orwell second among ""The 50 greatest British writers since 1945"".\n\n"
64cc2db4830ba29148da4d2e,Charles Dickens,charlesdickens,"Charles John Huffam Dickens (; 7 February 1812 – 9 June 1870) was an English writer and social critic who created some of the world's best-known fictional characters, and is regarded by many as the greatest novelist of the Victorian era. His works enjoyed unprecedented popularity during his lifetime and, by the 20th century, critics and scholars had recognised him as a literary genius. His novels and short stories are widely read today.Born in Portsmouth, Dickens left school at the age of 12 to work in a boot-blacking factory when his father John was incarcerated in a debtors' prison. After three years he returned to school, before he began his literary career as a journalist. Dickens edited a weekly journal for 20 years, wrote 15 novels, five novellas, hundreds of short stories and non-fiction articles, lectured and performed readings extensively, was an indefatigable letter writer, and campaigned vigorously for children's rights, for education, and for other social reforms.\nDickens's literary success began with the 1836 serial publication of The Pickwick Papers, a publishing phenomenon—thanks largely to the introduction of the character Sam Weller in the fourth episode—that sparked Pickwick merchandise and spin-offs. Within a few years Dickens had become an international literary celebrity, famous for his humour, satire and keen observation of character and society. His novels, most of them published in monthly or weekly installments, pioneered the serial publication of narrative fiction, which became the dominant Victorian mode for novel publication. Cliffhanger endings in his serial publications kept readers in suspense. The instalment format allowed Dickens to evaluate his audience's reaction, and he often modified his plot and character development based on such feedback. For example, when his wife's chiropodist expressed distress at the way Miss Mowcher in David Copperfield seemed to reflect her own disabilities, Dickens improved the character with positive features. His plots were carefully constructed and he often wove elements from topical events into his narratives. Masses of the illiterate poor would individually pay a halfpenny to have each new monthly episode read to them, opening up and inspiring a new class of readers.His 1843 novella A Christmas Carol remains especially popular and continues to inspire adaptations in every artistic genre. Oliver Twist and Great Expectations are also frequently adapted and, like many of his novels, evoke images of early Victorian London. His 1859 novel A Tale of Two Cities (set in London and Paris) is his best-known work of historical fiction. The most famous celebrity of his era, he undertook, in response to public demand, a series of public reading tours in the later part of his career. The term Dickensian is used to describe something that is reminiscent of Dickens and his writings, such as poor social or working conditions, or comically repulsive characters."
64cc2db4830ba29148da4d2f,Isabel Allende,isabelallende,"Isabel Angélica Allende Llona (American Spanish: [isaˈβel aˈʝende] (listen); born 2 August 1942) is a Chilean writer. Allende, whose works sometimes contain aspects of the genre magical realism, is known for novels such as The House of the Spirits (La casa de los espíritus, 1982) and City of the Beasts (La ciudad de las bestias, 2002), which have been commercially successful. Allende has been called ""the world's most widely read Spanish-language author."" In 2004, Allende was inducted into the American Academy of Arts and Letters, and in 2010, she received Chile's National Literature Prize. President Barack Obama awarded her the 2014 Presidential Medal of Freedom.Allende's novels are often based upon her personal experience and historical events and pay homage to the lives of women, while weaving together elements of myth and realism. She has lectured and toured many U.S. colleges to teach literature. Fluent in English, Allende was granted United States citizenship in 1993, having lived in California since 1989, first with her American husband (from whom she is now divorced)."
64cc2db4830ba29148da4d32,Enid Blyton,enidblyton,"Enid Mary Blyton (11 August 1897 – 28 November 1968) was an English children's writer, whose books have been worldwide bestsellers since the 1930s, selling more than 600 million copies. Her books are still enormously popular and have been translated into ninety languages. As of June 2019, Blyton held 4th place for the most translated author. She wrote on a wide range of topics, including education, natural history, fantasy, mystery, and biblical narratives. She is best remembered today for her Noddy, Famous Five, Secret Seven, the Five Find-Outers, and Malory Towers books, although she also wrote many others, including the St. Clare's, The Naughtiest Girl, and The Faraway Tree series.\nHer first book, Child Whispers, a 24-page collection of poems, was published in 1922. Following the commercial success of her early novels, such as Adventures of the Wishing-Chair (1937) and The Enchanted Wood (1939), Blyton went on to build a literary empire, sometimes producing fifty books a year in addition to her prolific magazine and newspaper contributions. Her writing was unplanned and sprang largely from her unconscious mind; she typed her stories as events unfolded before her. The sheer volume of her work and the speed with which she produced it led to rumours that Blyton employed an army of ghost writers, a charge she vigorously denied.\nBlyton's work became increasingly controversial among literary critics, teachers, and parents beginning in the 1950s due to the alleged unchallenging nature of her writing and her themes, particularly in the Noddy series. Some libraries and schools banned her works, and from the 1930s until the 1950s, the BBC refused to broadcast her stories because of their perceived lack of literary merit. Her books have been criticised as elitist, sexist, racist, xenophobic, and at odds with the more progressive environment that was emerging in post-World War II Britain, but they have continued to be bestsellers since her death in 1968.\nShe felt she had a responsibility to provide her readers with a strong moral framework, so she encouraged them to support worthy causes. In particular, through the clubs she set up or supported, she encouraged and organised them to raise funds for animal and paediatric charities.\nThe story of Blyton's life was dramatised in Enid, a BBC television film featuring Helena Bonham Carter in the title role. It was first broadcast in the UK on BBC Four in 2009."
64cc2db4830ba29148da4d33,Neil Gaiman,neilgaiman,"Neil Richard MacKinnon Gaiman  (born Neil Richard Gaiman 10 November 1960) is an English author of short fiction, novels, comic books, graphic novels, audio theatre, and a screenwriter. His works include the comic book series The Sandman and the novels Good Omens, Stardust, Anansi Boys, American Gods, Coraline, and The Graveyard Book. He has won numerous awards, including the Hugo, Nebula, and Bram Stoker awards, as well as the Newbery and Carnegie medals. He is the first author to win both the Newbery and the Carnegie medals for the same work, The Graveyard Book (2008). In 2013, The Ocean at the End of the Lane was voted Book of the Year in the British National Book Awards. It was later adapted into a critically acclaimed stage play at the Royal National Theatre in London.\n\n"
64cc2db4830ba29148da4d3a,Homer Hickam,homerhickam,"Homer Hadley Hickam Jr. (born February 19, 1943) is an American author, Vietnam War veteran, and a former NASA engineer who trained the first Japanese astronauts. His 1998 memoir Rocket Boys (also published as October Sky) was a New York Times Best Seller and was the basis for the 1999 film October Sky. Hickam's body of written work also includes several additional best-selling memoirs and novels, including the ""Josh Thurlow"" historical fiction novels, his 2015 best-selling Carrying Albert Home: The Somewhat True Story of a Man, his Wife, and her Alligator and in 2021 the sequel to Rocket Boys titled Don't Blow Yourself Up: The Further Adventures and Travails of the Rocket Boy of October Sky. His books have been translated into many languages."
64cc2db4830ba29148da4d3b,Pearl Abraham,pearlabraham,"Pearl Abraham (born 1960 in Jerusalem, Israel) is an American novelist, essayist and short story writer.  She was the third of nine children in a Hasidic family.  Her father was a rabbi.  At age five, the family moved to New York City and two years later returned to Israel.  Following several moves back and forth between New York and Israel, the family settled in New York when she was 12.  She studied first in Yiddish, then in English and then again in Yiddish."
64cc2db4830ba29148da4d3c,Sebastian Junger,sebastianjunger,"Sebastian Junger (born January 17, 1962) is an American journalist, author and filmmaker who has reported in-the-field on dirty, dangerous and demanding occupations and the experience of infantry combat. He is the author of The Perfect Storm: A True Story of Men Against the Sea (1997) which was adapted into a major motion picture and led to a resurgence in adventure creative nonfiction writing. He covered the War in Afghanistan for more than a decade, often embedded in dangerous and remote military outposts.  The book War (2010) was drawn from his field reporting for Vanity Fair, that also served as the background for the documentary film Restrepo (2010) which received the Grand Jury Prize for best documentary at the 2010 Sundance Film Festival. Junger's works explore themes such as brotherhood, trauma, and the relationship of the individual to society as told from the far reaches of human experience."
64cc2db4830ba29148da4d3d,Karen Armstrong,karenarmstrong,"Karen Armstrong  (born 14 November 1944) is a British author and commentator of Irish Catholic descent known for her books on comparative religion. A former Roman Catholic religious sister, she went from a conservative to a more liberal and mystical Christian faith. She attended St Anne's College, Oxford, while in the convent and majored in English. She left the convent in 1969. Her work focuses on commonalities of the major religions, such as the importance of compassion and the Golden Rule.\nArmstrong received the US$100,000 TED Prize in February 2008. She used that occasion to call for the creation of a Charter for Compassion, which was unveiled the following year."
64cc2db4830ba29148da4d3e,David Brin,davidbrin,"Glen David Brin (born October 6, 1950) is an American science fiction author. He has won the Hugo, Locus, Campbell and Nebula Awards. His novel The Postman was adapted into a 1997 feature film starring Kevin Costner."
64cc2db4830ba29148da4d3f,T. C. Boyle,tcboyle,"Thomas Coraghessan Boyle is an American novelist and short story writer. Since the mid-1970s, he has published nineteen novels and more than 150 short stories. He won the PEN/Faulkner award in 1988, for his third novel, World's End, which recounts 300 years in upstate New York.\nHe was previously a Distinguished Professor of English at the University of Southern California."
